match_id,team,opponent,team_xg,opp_xg,xg_diff,shots,outcome
3754146,Stoke City,Leicester City,1.3240588,1.6110065,0.28694773,10,Draw
3754150,Stoke City,Sunderland,0.973045,1.2080773,0.23503232,7,Loss
3754150,Sunderland,Stoke City,1.2080773,0.973045,0.23503232,18,Win
3754151,Norwich City,Swansea City,0.6972228,0.47894105,0.21828178,8,Loss
3754151,Swansea City,Norwich City,0.47894105,0.6972228,0.21828178,10,Win
3754158,Swansea City,West Ham United,2.7636223,2.8394377,0.07581544,14,Win
3754158,West Ham United,Swansea City,2.8394377,2.7636223,0.07581544,26,Loss
3754161,Swansea City,Watford,0.48989344,0.58815205,0.098258615,10,Win
3754161,Watford,Swansea City,0.58815205,0.48989344,0.098258615,12,Loss
3754163,Everton,Swansea City,1.5548944,1.2572348,0.29765964,19,Loss
3754163,Swansea City,Everton,1.2572348,1.5548944,0.29765964,7,Win
3754165,Leicester City,Manchester United,1.1321013,1.2500652,0.11796391,14,Draw
3754165,Manchester United,Leicester City,1.2500652,1.1321013,0.11796391,21,Draw
3754169,AFC Bournemouth,Sunderland,0.5735988,0.42454132,0.14905748,15,Win
3754169,Sunderland,AFC Bournemouth,0.42454132,0.5735988,0.14905748,9,Loss
3754176,Crystal Palace,West Ham United,1.5324186,1.4462148,0.08620381,12,Draw
3754176,West Ham United,Crystal Palace,1.4462148,1.5324186,0.08620381,18,Draw
3754177,AFC Bournemouth,Newcastle United,1.1285468,1.0877801,0.040766716,16,Win
3754177,Newcastle United,AFC Bournemouth,1.0877801,1.1285468,0.040766716,15,Loss
3754178,Aston Villa,Watford,1.9050632,1.7101047,0.19495845,14,Loss
3754178,Watford,Aston Villa,1.7101047,1.9050632,0.19495845,15,Win
3754184,Arsenal,Norwich City,0.8146843,0.8152819,0.0005976558,14,Win
3754184,Norwich City,Arsenal,0.8152819,0.8146843,0.0005976558,12,Loss
3754188,Southampton,Tottenham Hotspur,1.0455297,1.2916886,0.24615884,11,Loss
3754188,Tottenham Hotspur,Southampton,1.2916886,1.0455297,0.24615884,12,Win
3754189,Southampton,Watford,0.8235125,0.857369,0.03385651,15,Draw
3754189,Watford,Southampton,0.857369,0.8235125,0.03385651,12,Draw
3754190,Aston Villa,Crystal Palace,0.8991666,0.9894575,0.090290904,12,Loss
3754190,Crystal Palace,Aston Villa,0.9894575,0.8991666,0.090290904,17,Win
3754191,AFC Bournemouth,Southampton,0.9146409,0.9831155,0.06847459,16,Loss
3754191,Southampton,AFC Bournemouth,0.9831155,0.9146409,0.06847459,11,Win
3754206,Manchester City,Newcastle United,0.67838913,0.60244954,0.075939596,10,Draw
3754206,Newcastle United,Manchester City,0.60244954,0.67838913,0.075939596,5,Draw
3754215,Tottenham Hotspur,West Bromwich Albion,0.7074031,0.99287724,0.28547412,9,Draw
3754215,West Bromwich Albion,Tottenham Hotspur,0.99287724,0.7074031,0.28547412,13,Draw
3754216,AFC Bournemouth,Liverpool,1.6120504,1.816739,0.20468855,19,Loss
3754216,Liverpool,AFC Bournemouth,1.816739,1.6120504,0.20468855,19,Win
3754218,Crystal Palace,Southampton,1.203957,0.9414379,0.26251906,13,Win
3754218,Southampton,Crystal Palace,0.9414379,1.203957,0.26251906,15,Loss
3754221,Manchester United,Swansea City,0.9028143,0.93491066,0.032096326,11,Loss
3754221,Swansea City,Manchester United,0.93491066,0.9028143,0.032096326,9,Win
3754223,Crystal Palace,Manchester United,0.8762727,0.5786939,0.29757875,11,Draw
3754223,Manchester United,Crystal Palace,0.5786939,0.8762727,0.29757875,5,Draw
3754229,Chelsea,Leicester City,1.8959448,1.7267637,0.16918111,18,Draw
3754229,Leicester City,Chelsea,1.7267637,1.8959448,0.16918111,19,Draw
3754236,Crystal Palace,West Bromwich Albion,1.3277936,1.1593494,0.16844416,16,Loss
3754236,West Bromwich Albion,Crystal Palace,1.1593494,1.3277936,0.16844416,11,Win
3754247,Southampton,Stoke City,1.1517317,1.4124342,0.2607025,16,Loss
3754247,Stoke City,Southampton,1.4124342,1.1517317,0.2607025,16,Win
3754248,AFC Bournemouth,Crystal Palace,0.83019674,0.5632893,0.26690745,10,Draw
3754248,Crystal Palace,AFC Bournemouth,0.5632893,0.83019674,0.26690745,7,Draw
3754253,AFC Bournemouth,Arsenal,0.665177,0.7565359,0.0913589,18,Loss
3754253,Arsenal,AFC Bournemouth,0.7565359,0.665177,0.0913589,10,Win
3754256,Everton,Manchester United,1.141489,1.324904,0.18341494,15,Loss
3754256,Manchester United,Everton,1.324904,1.141489,0.18341494,10,Win
3754267,Watford,West Bromwich Albion,0.9004746,0.9313856,0.030910969,16,Draw
3754267,West Bromwich Albion,Watford,0.9313856,0.9004746,0.030910969,6,Draw
3754277,Everton,West Ham United,1.7149719,1.6856949,0.029276967,15,Loss
3754277,West Ham United,Everton,1.6856949,1.7149719,0.029276967,17,Win
3754278,AFC Bournemouth,Watford,1.3812795,1.1671103,0.21416914,11,Draw
3754278,Watford,AFC Bournemouth,1.1671103,1.3812795,0.21416914,11,Draw
3754280,Chelsea,Norwich City,0.9898511,1.0820943,0.092243195,10,Win
3754280,Norwich City,Chelsea,1.0820943,0.9898511,0.092243195,13,Loss
3754288,Chelsea,West Ham United,0.7624512,0.78498447,0.022533298,9,Loss
3754288,West Ham United,Chelsea,0.78498447,0.7624512,0.022533298,12,Win
3754293,Chelsea,Stoke City,0.85329723,0.7469116,0.10638565,18,Loss
3754293,Stoke City,Chelsea,0.7469116,0.85329723,0.10638565,8,Win
3754296,Arsenal,Manchester City,1.3539764,1.2498653,0.104111075,8,Win
3754296,Manchester City,Arsenal,1.2498653,1.3539764,0.104111075,19,Loss
3754299,Everton,Manchester United,0.57495165,0.86415106,0.2891994,7,Loss
3754299,Manchester United,Everton,0.86415106,0.57495165,0.2891994,10,Win
3754300,Everton,Watford,0.7806996,0.6199144,0.1607852,11,Draw
3754300,Watford,Everton,0.6199144,0.7806996,0.1607852,11,Draw
3754314,Arsenal,Manchester City,0.88744247,0.73829216,0.14915031,5,Draw
3754314,Manchester City,Arsenal,0.73829216,0.88744247,0.14915031,14,Draw
3754331,Sunderland,West Ham United,1.1306195,0.8649633,0.26565623,13,Loss
3754331,West Ham United,Sunderland,0.8649633,1.1306195,0.26565623,9,Win
3754332,Tottenham Hotspur,West Bromwich Albion,1.0603042,0.90350676,0.15679741,17,Draw
3754332,West Bromwich Albion,Tottenham Hotspur,0.90350676,1.0603042,0.15679741,16,Draw
3754334,AFC Bournemouth,Southampton,0.70960593,0.5324099,0.17719603,10,Win
3754334,Southampton,AFC Bournemouth,0.5324099,0.70960593,0.17719603,6,Loss
3754339,AFC Bournemouth,Stoke City,1.05338,1.0842324,0.030852437,11,Loss
3754339,Stoke City,AFC Bournemouth,1.0842324,1.05338,0.030852437,8,Win
3754346,Manchester City,Watford,0.94321984,1.081408,0.13818818,16,Win
3754346,Watford,Manchester City,1.081408,0.94321984,0.13818818,11,Loss
3764230,Tottenham Hotspur Women,West Ham United LFC,0.79385304,0.779883,0.013970017,12,Draw
3764230,West Ham United LFC,Tottenham Hotspur Women,0.779883,0.79385304,0.013970017,8,Draw
3773466,Barcelona,Celta Vigo,0.7396526,0.4661919,0.2734607,7,Win
3773466,Celta Vigo,Barcelona,0.4661919,0.7396526,0.2734607,10,Loss
3773497,Barcelona,Real Madrid,1.4944638,1.3217653,0.1726985,18,Loss
3773497,Real Madrid,Barcelona,1.3217653,1.4944638,0.1726985,14,Win
3773661,Barcelona,Getafe,1.6198783,1.5027127,0.117165565,9,Win
3773661,Getafe,Barcelona,1.5027127,1.6198783,0.117165565,5,Loss
3773665,Barcelona,Osasuna,1.0569261,1.2082273,0.15130115,13,Win
3773665,Osasuna,Barcelona,1.2082273,1.0569261,0.15130115,10,Loss
3775549,Birmingham City WFC,Tottenham Hotspur Women,0.59418285,0.51785666,0.07632619,5,Loss
3775549,Tottenham Hotspur Women,Birmingham City WFC,0.51785666,0.59418285,0.07632619,10,Win
3775563,Everton LFC,Manchester United,1.1438059,1.3169982,0.17319238,13,Loss
3775563,Manchester United,Everton LFC,1.3169982,1.1438059,0.17319238,13,Win
3775592,Reading WFC,Tottenham Hotspur Women,1.1697525,1.1887184,0.01896596,11,Draw
3775592,Tottenham Hotspur Women,Reading WFC,1.1887184,1.1697525,0.01896596,9,Draw
3775608,Tottenham Hotspur Women,West Ham United LFC,0.81802875,0.94475895,0.1267302,6,Win
3775608,West Ham United LFC,Tottenham Hotspur Women,0.94475895,0.81802875,0.1267302,14,Loss
3775617,Brighton & Hove Albion WFC,Manchester United,1.2978826,1.5255934,0.22771084,9,Win
3775617,Manchester United,Brighton & Hove Albion WFC,1.5255934,1.2978826,0.22771084,17,Loss
3775633,Aston Villa,Tottenham Hotspur Women,0.21696748,0.4485277,0.23156022,8,Win
3775633,Tottenham Hotspur Women,Aston Villa,0.4485277,0.21696748,0.23156022,12,Loss
3775640,Manchester United,Reading WFC,1.6359949,1.3484445,0.28755045,19,Loss
3775640,Reading WFC,Manchester United,1.3484445,1.6359949,0.28755045,10,Win
3775653,Birmingham City WFC,Everton LFC,0.46235806,0.7526449,0.29028684,6,Loss
3775653,Everton LFC,Birmingham City WFC,0.7526449,0.46235806,0.29028684,8,Win
3788753,Finland,Russia,0.96505326,1.2590086,0.2939554,11,Loss
3788753,Russia,Finland,1.2590086,0.96505326,0.2939554,14,Win
3788759,England,Scotland,0.8539367,0.73544973,0.11848694,9,Draw
3788759,Scotland,England,0.73544973,0.8539367,0.11848694,11,Draw
3788764,Germany,Portugal,2.1305451,1.9357408,0.19480431,13,Win
3788764,Portugal,Germany,1.9357408,2.1305451,0.19480431,7,Loss
3788772,Czech Republic,England,0.39304227,0.64232975,0.24928749,7,Loss
3788772,England,Czech Republic,0.64232975,0.39304227,0.24928749,6,Win
3794686,Croatia,Spain,2.7882245,2.7800028,0.008221626,11,Loss
3794686,Spain,Croatia,2.7800028,2.7882245,0.008221626,24,Win
3794688,England,Germany,1.1635112,1.0585476,0.10496354,5,Win
3794688,Germany,England,1.0585476,1.1635112,0.10496354,9,Loss
3795109,Czech Republic,Denmark,1.1616771,1.211988,0.05031085,16,Loss
3795109,Denmark,Czech Republic,1.211988,1.1616771,0.05031085,11,Win
3795220,Italy,Spain,4.315651,4.53613,0.22047901,12,Draw
3795220,Spain,Italy,4.53613,4.315651,0.22047901,20,Draw
3802795,Paris Saint-Germain,Rennes,0.99432075,0.75181687,0.24250388,12,Win
3802795,Rennes,Paris Saint-Germain,0.75181687,0.99432075,0.24250388,13,Loss
3802805,OGC Nice,Paris Saint-Germain,0.63395905,0.52263105,0.111328006,11,Win
3802805,Paris Saint-Germain,OGC Nice,0.52263105,0.63395905,0.111328006,8,Loss
3802902,Marseille,Paris Saint-Germain,0.94113827,1.0542982,0.113159895,15,Draw
3802902,Paris Saint-Germain,Marseille,1.0542982,0.94113827,0.113159895,10,Draw
3813265,East Bengal,Mumbai City,0.38291344,0.55659515,0.1736817,5,Draw
3813265,Mumbai City,East Bengal,0.55659515,0.38291344,0.1736817,15,Draw
3813272,Goa,Hyderabad,1.4338759,1.4238906,0.009985328,11,Draw
3813272,Hyderabad,Goa,1.4238906,1.4338759,0.009985328,19,Draw
3813274,Bengaluru,Mumbai City,1.2932473,1.0706465,0.22260082,12,Loss
3813274,Mumbai City,Bengaluru,1.0706465,1.2932473,0.22260082,9,Win
3813277,Hyderabad,Mumbai City,1.2899563,1.2964846,0.0065282583,7,Win
3813277,Mumbai City,Hyderabad,1.2964846,1.2899563,0.0065282583,12,Loss
3813281,ATK Mohun Bagan,Chennaiyin,0.7749609,0.7576282,0.017332673,9,Draw
3813281,Chennaiyin,ATK Mohun Bagan,0.7576282,0.7749609,0.017332673,14,Draw
3813282,Kerala Blasters,Mumbai City,1.4586154,1.4055506,0.053064823,14,Win
3813282,Mumbai City,Kerala Blasters,1.4055506,1.4586154,0.053064823,13,Loss
3813284,Jamshedpur,Mumbai City,1.6718944,1.6705438,0.0013506413,12,Loss
3813284,Mumbai City,Jamshedpur,1.6705438,1.6718944,0.0013506413,12,Win
3813286,Chennaiyin,Mumbai City,0.7084325,0.6793501,0.029082417,8,Loss
3813286,Mumbai City,Chennaiyin,0.6793501,0.7084325,0.029082417,15,Win
3813291,ATK Mohun Bagan,East Bengal,0.9669865,0.7330511,0.23393536,12,Win
3813291,East Bengal,ATK Mohun Bagan,0.7330511,0.9669865,0.23393536,7,Loss
3813299,Bengaluru,Hyderabad,0.56035906,0.30529144,0.25506762,9,Loss
3813299,Hyderabad,Bengaluru,0.30529144,0.56035906,0.25506762,10,Win
3813300,Kerala Blasters,Odisha,2.3054047,2.4369297,0.13152504,11,Win
3813300,Odisha,Kerala Blasters,2.4369297,2.3054047,0.13152504,18,Loss
3813304,East Bengal,Hyderabad,0.6350326,0.7526951,0.11766249,7,Draw
3813304,Hyderabad,East Bengal,0.7526951,0.6350326,0.11766249,13,Draw
3813307,Bengaluru,Jamshedpur,0.65088606,0.7743322,0.12344617,8,Draw
3813307,Jamshedpur,Bengaluru,0.7743322,0.65088606,0.12344617,13,Draw
3813308,Goa,Odisha,1.2705102,1.242761,0.02774918,11,Draw
3813308,Odisha,Goa,1.242761,1.2705102,0.02774918,13,Draw
3813309,Chennaiyin,Hyderabad,0.933322,0.8255059,0.1078161,7,Win
3813309,Hyderabad,Chennaiyin,0.8255059,0.933322,0.1078161,14,Loss
3813310,East Bengal,Kerala Blasters,0.69372976,0.41647795,0.2772518,12,Draw
3813310,Kerala Blasters,East Bengal,0.41647795,0.69372976,0.2772518,10,Draw
3813317,East Bengal,Odisha,1.4979186,1.524889,0.026970387,16,Loss
3813317,Odisha,East Bengal,1.524889,1.4979186,0.026970387,13,Win
3813318,Mumbai City,NorthEast United,2.4993064,2.540213,0.040906668,20,Draw
3813318,NorthEast United,Mumbai City,2.540213,2.4993064,0.040906668,16,Draw
3817851,Kerala Blasters,Odisha,0.934284,0.66233784,0.27194613,16,Win
3817851,Odisha,Kerala Blasters,0.66233784,0.934284,0.27194613,10,Loss
3817854,ATK Mohun Bagan,Bengaluru,0.8036303,0.870738,0.06710774,10,Win
3817854,Bengaluru,ATK Mohun Bagan,0.870738,0.8036303,0.06710774,15,Loss
3817859,Jamshedpur,NorthEast United,1.5931101,1.78806,0.19494987,15,Win
3817859,NorthEast United,Jamshedpur,1.78806,1.5931101,0.19494987,11,Loss
3817864,ATK Mohun Bagan,Mumbai City,1.2541934,1.1267126,0.12748086,19,Draw
3817864,Mumbai City,ATK Mohun Bagan,1.1267126,1.2541934,0.12748086,17,Draw
3817866,Kerala Blasters,Mumbai City,1.7743666,1.5865471,0.18781948,16,Win
3817866,Mumbai City,Kerala Blasters,1.5865471,1.7743666,0.18781948,14,Loss
3817872,Bengaluru,Odisha,1.9445403,1.691104,0.2534362,11,Win
3817872,Odisha,Bengaluru,1.691104,1.9445403,0.2534362,14,Loss
3817883,Bengaluru,Jamshedpur,1.4108474,1.154756,0.25609148,11,Win
3817883,Jamshedpur,Bengaluru,1.154756,1.4108474,0.25609148,13,Loss
3817885,East Bengal,Mumbai City,1.0185645,1.2889607,0.27039623,13,Loss
3817885,Mumbai City,East Bengal,1.2889607,1.0185645,0.27039623,12,Win
3817892,ATK Mohun Bagan,Odisha,1.5756372,1.5513458,0.024291396,17,Draw
3817892,Odisha,ATK Mohun Bagan,1.5513458,1.5756372,0.024291396,13,Draw
3817894,Goa,Odisha,1.7038636,1.9163545,0.21249092,24,Draw
3817894,Odisha,Goa,1.9163545,1.7038636,0.21249092,11,Draw
3817897,Hyderabad,Kerala Blasters,1.4205722,1.3841952,0.036376953,9,Win
3817897,Kerala Blasters,Hyderabad,1.3841952,1.4205722,0.036376953,18,Loss
3817901,Jamshedpur,Mumbai City,2.6679623,2.5552192,0.11274314,10,Win
3817901,Mumbai City,Jamshedpur,2.5552192,2.6679623,0.11274314,17,Loss
3817902,East Bengal,Kerala Blasters,0.45181295,0.63555443,0.18374148,9,Loss
3817902,Kerala Blasters,East Bengal,0.63555443,0.45181295,0.18374148,15,Win
3825563,Atlético Madrid,Las Palmas,0.53948563,0.5002998,0.039185822,12,Win
3825563,Las Palmas,Atlético Madrid,0.5002998,0.53948563,0.039185822,7,Loss
3825582,Real Betis,Real Sociedad,0.52637047,0.6991743,0.17280382,9,Win
3825582,Real Sociedad,Real Betis,0.6991743,0.52637047,0.17280382,15,Loss
3825584,Granada,Villarreal,1.0278374,1.0602125,0.032375097,14,Loss
3825584,Villarreal,Granada,1.0602125,1.0278374,0.032375097,9,Win
3825586,Eibar,Málaga,0.84053254,1.0271351,0.18660259,7,Draw
3825586,Málaga,Eibar,1.0271351,0.84053254,0.18660259,10,Draw
3825596,RC Deportivo La Coruña,Sporting Gijón,1.0584085,0.9527419,0.10566658,20,Loss
3825596,Sporting Gijón,RC Deportivo La Coruña,0.9527419,1.0584085,0.10566658,5,Win
3825600,Málaga,Villarreal,0.83844686,0.9097705,0.07132363,15,Loss
3825600,Villarreal,Málaga,0.9097705,0.83844686,0.07132363,9,Win
3825607,Atlético Madrid,Villarreal,0.6046038,0.6689064,0.06430256,10,Loss
3825607,Villarreal,Atlético Madrid,0.6689064,0.6046038,0.06430256,5,Win
3825608,Celta Vigo,Eibar,1.2943089,1.4777197,0.18341076,9,Draw
3825608,Eibar,Celta Vigo,1.4777197,1.2943089,0.18341076,11,Draw
3825610,Real Betis,Sporting Gijón,1.4019163,1.6679051,0.26598883,13,Win
3825610,Sporting Gijón,Real Betis,1.6679051,1.4019163,0.26598883,19,Loss
3825613,Celta Vigo,Getafe,1.4733588,1.518238,0.044879198,18,Draw
3825613,Getafe,Celta Vigo,1.518238,1.4733588,0.044879198,9,Draw
3825615,Espanyol,Sporting Gijón,1.5963838,1.4802752,0.116108656,12,Loss
3825615,Sporting Gijón,Espanyol,1.4802752,1.5963838,0.116108656,12,Win
3825618,Eibar,Las Palmas,1.3774934,1.2518021,0.1256913,9,Win
3825618,Las Palmas,Eibar,1.2518021,1.3774934,0.1256913,18,Loss
3825623,Málaga,Valencia,1.6186792,1.6013684,0.017310739,10,Loss
3825623,Valencia,Málaga,1.6013684,1.6186792,0.017310739,7,Win
3825625,Levante UD,Real Madrid,1.4964526,1.453092,0.04336059,17,Loss
3825625,Real Madrid,Levante UD,1.453092,1.4964526,0.04336059,21,Win
3825634,Granada,Real Betis,1.382441,1.1493036,0.23313749,17,Draw
3825634,Real Betis,Granada,1.1493036,1.382441,0.23313749,8,Draw
3825636,Málaga,RC Deportivo La Coruña,0.5154553,0.6502555,0.1348002,9,Win
3825636,RC Deportivo La Coruña,Málaga,0.6502555,0.5154553,0.1348002,10,Loss
3825639,Las Palmas,Villarreal,0.29886565,0.3177662,0.018900543,7,Draw
3825639,Villarreal,Las Palmas,0.3177662,0.29886565,0.018900543,5,Draw
3825644,Celta Vigo,Real Sociedad,1.2251599,1.3751928,0.15003288,16,Win
3825644,Real Sociedad,Celta Vigo,1.3751928,1.2251599,0.15003288,21,Loss
3825652,Las Palmas,Real Sociedad,0.9752838,0.7542417,0.2210421,9,Win
3825652,Real Sociedad,Las Palmas,0.7542417,0.9752838,0.2210421,11,Loss
3825654,Celta Vigo,Valencia,1.3570869,1.6566331,0.29954624,17,Loss
3825654,Valencia,Celta Vigo,1.6566331,1.3570869,0.29954624,9,Win
3825657,Málaga,Real Betis,0.80533594,0.79289496,0.0124409795,12,Loss
3825657,Real Betis,Málaga,0.79289496,0.80533594,0.0124409795,7,Win
3825659,Athletic Club,Espanyol,0.5184591,0.461123,0.057336092,8,Win
3825659,Espanyol,Athletic Club,0.461123,0.5184591,0.057336092,5,Loss
3825662,Celta Vigo,RC Deportivo La Coruña,1.1352651,1.0777102,0.05755496,7,Loss
3825662,RC Deportivo La Coruña,Celta Vigo,1.0777102,1.1352651,0.05755496,5,Win
3825663,Espanyol,Málaga,0.8744822,1.1694596,0.29497737,8,Win
3825663,Málaga,Espanyol,1.1694596,0.8744822,0.29497737,15,Loss
3825664,Real Sociedad,Sevilla,0.9950297,1.0973058,0.10227609,14,Win
3825664,Sevilla,Real Sociedad,1.0973058,0.9950297,0.10227609,13,Loss
3825668,Levante UD,Sporting Gijón,2.2970495,2.4045935,0.107543945,13,Win
3825668,Sporting Gijón,Levante UD,2.4045935,2.2970495,0.107543945,14,Loss
3825686,Athletic Club,Málaga,0.64945394,0.5636611,0.08579284,11,Draw
3825686,Málaga,Athletic Club,0.5636611,0.64945394,0.08579284,7,Draw
3825687,Espanyol,Levante UD,0.9398355,0.9899696,0.050134122,9,Draw
3825687,Levante UD,Espanyol,0.9899696,0.9398355,0.050134122,12,Draw
3825696,Málaga,Rayo Vallecano,1.0539553,1.0086331,0.04532218,15,Win
3825696,Rayo Vallecano,Málaga,1.0086331,1.0539553,0.04532218,13,Loss
3825702,Real Sociedad,Villarreal,1.1530495,0.9995675,0.15348196,17,Loss
3825702,Villarreal,Real Sociedad,0.9995675,1.1530495,0.15348196,7,Win
3825713,Valencia,Villarreal,0.53326946,0.34896934,0.18430012,6,Loss
3825713,Villarreal,Valencia,0.34896934,0.53326946,0.18430012,9,Win
3825716,Rayo Vallecano,Real Sociedad,1.003413,0.84461373,0.15879923,13,Draw
3825716,Real Sociedad,Rayo Vallecano,0.84461373,1.003413,0.15879923,15,Draw
3825725,Getafe,Real Betis,0.73568875,0.66803145,0.06765729,9,Win
3825725,Real Betis,Getafe,0.66803145,0.73568875,0.06765729,11,Loss
3825733,Málaga,Sevilla,1.1897755,1.0289949,0.16078055,14,Loss
3825733,Sevilla,Málaga,1.0289949,1.1897755,0.16078055,8,Win
3825735,Real Betis,Villarreal,0.5585656,0.79390544,0.23533982,15,Draw
3825735,Villarreal,Real Betis,0.79390544,0.5585656,0.23533982,9,Draw
3825744,Espanyol,Villarreal,1.0577397,1.0703167,0.012576938,11,Draw
3825744,Villarreal,Espanyol,1.0703167,1.0577397,0.012576938,14,Draw
3825745,RC Deportivo La Coruña,Valencia,1.1015695,0.97324145,0.12832808,8,Draw
3825745,Valencia,RC Deportivo La Coruña,0.97324145,1.1015695,0.12832808,10,Draw
3825751,Athletic Club,Getafe,1.4582571,1.4116641,0.04659295,14,Win
3825751,Getafe,Athletic Club,1.4116641,1.4582571,0.04659295,11,Loss
3825758,RC Deportivo La Coruña,Rayo Vallecano,1.2376657,1.4937751,0.25610948,17,Draw
3825758,Rayo Vallecano,RC Deportivo La Coruña,1.4937751,1.2376657,0.25610948,7,Draw
3825766,Real Betis,Valencia,1.0318981,1.0208598,0.011038303,6,Win
3825766,Valencia,Real Betis,1.0208598,1.0318981,0.011038303,7,Loss
3825768,Rayo Vallecano,Sporting Gijón,1.5120548,1.7252482,0.21319342,16,Draw
3825768,Sporting Gijón,Rayo Vallecano,1.7252482,1.5120548,0.21319342,11,Draw
3825770,Athletic Club,Real Madrid,1.6806679,1.8690232,0.18835533,11,Loss
3825770,Real Madrid,Athletic Club,1.8690232,1.6806679,0.18835533,19,Win
3825777,Getafe,Levante UD,1.7414469,1.8737793,0.13233244,14,Loss
3825777,Levante UD,Getafe,1.8737793,1.7414469,0.13233244,12,Win
3825783,Athletic Club,Real Sociedad,0.7993005,0.6329353,0.1663652,10,Loss
3825783,Real Sociedad,Athletic Club,0.6329353,0.7993005,0.1663652,9,Win
3825785,Málaga,Real Madrid,1.5647032,1.5978885,0.033185244,11,Draw
3825785,Real Madrid,Málaga,1.5978885,1.5647032,0.033185244,14,Draw
3825787,Atlético Madrid,Real Madrid,0.74794924,0.8039349,0.05598563,10,Win
3825787,Real Madrid,Atlético Madrid,0.8039349,0.74794924,0.05598563,15,Loss
3825800,Celta Vigo,Villarreal,0.6431967,0.6457293,0.0025326014,11,Draw
3825800,Villarreal,Celta Vigo,0.6457293,0.6431967,0.0025326014,6,Draw
3825802,Espanyol,Real Betis,1.3155342,1.2493929,0.06614137,19,Loss
3825802,Real Betis,Espanyol,1.2493929,1.3155342,0.06614137,9,Win
3825809,Granada,Real Betis,0.43056735,0.6614255,0.23085812,10,Loss
3825809,Real Betis,Granada,0.6614255,0.43056735,0.23085812,11,Win
3825815,Levante UD,Valencia,0.9902488,0.73152125,0.25872755,14,Win
3825815,Valencia,Levante UD,0.73152125,0.9902488,0.25872755,6,Loss
3825826,Granada,Málaga,0.77440256,0.90055466,0.1261521,8,Draw
3825826,Málaga,Granada,0.90055466,0.77440256,0.1261521,9,Draw
3825828,Atlético Madrid,Espanyol,0.96074563,0.73948103,0.2212646,14,Win
3825828,Espanyol,Atlético Madrid,0.73948103,0.96074563,0.2212646,10,Loss
3825839,Sevilla,Sporting Gijón,1.8022383,1.5640574,0.238181,18,Loss
3825839,Sporting Gijón,Sevilla,1.5640574,1.8022383,0.238181,14,Win
3825843,Málaga,Rayo Vallecano,0.9881432,0.7130141,0.27512908,12,Draw
3825843,Rayo Vallecano,Málaga,0.7130141,0.9881432,0.27512908,11,Draw
3825847,Eibar,RC Deportivo La Coruña,0.55932105,0.3913679,0.16795313,9,Draw
3825847,RC Deportivo La Coruña,Eibar,0.3913679,0.55932105,0.16795313,9,Draw
3825848,Eibar,Levante UD,0.9857057,0.7354492,0.25025648,10,Draw
3825848,Levante UD,Eibar,0.7354492,0.9857057,0.25025648,12,Draw
3825849,Real Sociedad,Valencia,1.0395007,0.80704534,0.23245537,15,Win
3825849,Valencia,Real Sociedad,0.80704534,1.0395007,0.23245537,8,Loss
3825851,RC Deportivo La Coruña,Villarreal,0.44321513,0.6344701,0.19125497,8,Win
3825851,Villarreal,RC Deportivo La Coruña,0.6344701,0.44321513,0.19125497,11,Loss
3825859,Granada,Las Palmas,1.3984104,1.308256,0.09015441,14,Win
3825859,Las Palmas,Granada,1.308256,1.3984104,0.09015441,11,Loss
3825861,Rayo Vallecano,Real Sociedad,1.2936503,1.3381182,0.044467926,17,Loss
3825861,Real Sociedad,Rayo Vallecano,1.3381182,1.2936503,0.044467926,12,Win
3825866,Athletic Club,Las Palmas,0.3817546,0.18682891,0.1949257,9,Draw
3825866,Las Palmas,Athletic Club,0.18682891,0.3817546,0.1949257,4,Draw
3825875,Real Sociedad,Villarreal,0.6385189,0.49724233,0.1412766,7,Draw
3825875,Villarreal,Real Sociedad,0.49724233,0.6385189,0.1412766,8,Draw
3825878,Atlético Madrid,Rayo Vallecano,0.7438624,0.7872316,0.043369234,12,Win
3825878,Rayo Vallecano,Atlético Madrid,0.7872316,0.7438624,0.043369234,13,Loss
3825881,Espanyol,Granada,0.66141844,0.40415272,0.25726572,10,Draw
3825881,Granada,Espanyol,0.40415272,0.66141844,0.25726572,8,Draw
3825888,Las Palmas,Valencia,1.6347073,1.5161227,0.11858463,18,Draw
3825888,Valencia,Las Palmas,1.5161227,1.6347073,0.11858463,9,Draw
3825894,Getafe,RC Deportivo La Coruña,0.8519139,0.660837,0.19107693,9,Win
3825894,RC Deportivo La Coruña,Getafe,0.660837,0.8519139,0.19107693,15,Loss
3825901,Real Madrid,Valencia,2.108464,1.8298262,0.27863777,15,Win
3825901,Valencia,Real Madrid,1.8298262,2.108464,0.27863777,17,Loss
3825902,Levante UD,Rayo Vallecano,1.6027164,1.8556902,0.2529738,11,Loss
3825902,Rayo Vallecano,Levante UD,1.8556902,1.6027164,0.2529738,19,Win
3825908,Eibar,Espanyol,2.1125362,2.1673005,0.05476427,13,Loss
3825908,Espanyol,Eibar,2.1673005,2.1125362,0.05476427,10,Win
3827337,Jamshedpur,Kerala Blasters,0.58024496,0.5551661,0.025078833,6,Loss
3827337,Kerala Blasters,Jamshedpur,0.5551661,0.58024496,0.025078833,6,Win
3829415,Bastia,Rennes,0.54230994,0.5877839,0.045473933,11,Win
3829415,Rennes,Bastia,0.5877839,0.54230994,0.045473933,6,Loss
