match_id,team,outcome,wide_progression_share,build_up_share
3754163,Everton,Loss,0.4605263157894737,0.4997298757428417
3754163,Swansea City,Win,0.4888888888888889,0.44972288202692
3754165,Leicester City,Draw,0.46835443037974683,0.2098092643051771
3754165,Manchester United,Draw,0.5359712230215827,0.507799892415277
3754169,AFC Bournemouth,Win,0.49130434782608695,0.5770065075921909
3754169,Sunderland,Loss,0.37117903930131,0.5613747954173486
3754176,Crystal Palace,Draw,0.5111111111111111,0.37225274725274726
3754176,West Ham United,Draw,0.423728813559322,0.4611748818365969
3754177,AFC Bournemouth,Win,0.5,0.3882588392261508
3754177,Newcastle United,Loss,0.4588744588744589,0.5256124721603563
3754178,Aston Villa,Loss,0.5531914893617021,0.46683673469387754
3754178,Watford,Win,0.5512820512820513,0.5490483162518301
3754184,Arsenal,Win,0.36900369003690037,0.5753830944142363
3754184,Norwich City,Loss,0.40606060606060607,0.29152148664343785
3754188,Southampton,Loss,0.48214285714285715,0.5273916598528209
3754188,Tottenham Hotspur,Win,0.45622119815668205,0.49619611158072696
3754189,Southampton,Draw,0.4780701754385965,0.6425636811832375
3754189,Watford,Draw,0.528,0.5219619326500732
3754190,Aston Villa,Loss,0.44495412844036697,0.4105902777777778
3754190,Crystal Palace,Win,0.5099009900990099,0.5205992509363296
3754191,AFC Bournemouth,Loss,0.4182692307692308,0.6217616580310881
3754191,Southampton,Win,0.45145631067961167,0.5290055248618785
3754206,Manchester City,Draw,0.4660633484162896,0.5863213811420983
3754206,Newcastle United,Draw,0.5317073170731708,0.4987190435525192
3754215,Tottenham Hotspur,Draw,0.40808823529411764,0.6153381642512077
3754215,West Bromwich Albion,Draw,0.5195530726256983,0.38488372093023254
3754216,AFC Bournemouth,Loss,0.4505928853754941,0.5253122945430638
3754216,Liverpool,Win,0.44642857142857145,0.32977303070761016
3754218,Crystal Palace,Win,0.5329949238578681,0.2802950474183351
3754218,Southampton,Loss,0.4222222222222222,0.6501572327044025
3754221,Manchester United,Loss,0.4852941176470588,0.4930733709594664
3754221,Swansea City,Win,0.4019607843137255,0.34178403755868547
3754223,Crystal Palace,Draw,0.44554455445544555,0.3471731448763251
3754223,Manchester United,Draw,0.4595744680851064,0.3624161073825503
3754229,Chelsea,Draw,0.47555555555555556,0.28270303781773093
3754229,Leicester City,Draw,0.5,0.2865248226950355
3754236,Crystal Palace,Loss,0.4878048780487805,0.520066889632107
3754236,West Bromwich Albion,Win,0.49767441860465117,0.3519924098671727
3754247,Southampton,Loss,0.4700854700854701,0.5628703094140882
3754247,Stoke City,Win,0.4528301886792453,0.5092674315975286
3754248,AFC Bournemouth,Draw,0.452991452991453,0.4571016582552271
3754248,Crystal Palace,Draw,0.4824120603015075,0.3721770551038844
3754253,AFC Bournemouth,Loss,0.5307692307692308,0.49146110056925996
3754253,Arsenal,Win,0.47161572052401746,0.5339273474982865
3754256,Everton,Loss,0.38990825688073394,0.4785714285714286
3754256,Manchester United,Win,0.5478260869565217,0.32550761421319796
3754267,Watford,Draw,0.48863636363636365,0.6206482593037215
3754267,West Bromwich Albion,Draw,0.4484848484848485,0.4339622641509434
3754277,Everton,Loss,0.40609137055837563,0.3628076572470374
3754277,West Ham United,Win,0.49586776859504134,0.5097906819716408
3754278,AFC Bournemouth,Draw,0.6159695817490495,0.6299161831076725
3754278,Watford,Draw,0.5285714285714286,0.5353946297803092
3754280,Chelsea,Win,0.43859649122807015,0.5217983651226158
3754280,Norwich City,Loss,0.5185185185185185,0.3667844522968198
