match_id,team,position_bin,progressive_distance,team_progressive_distance,progressive_distance_share,outcome,outcome_binary
7480,OL Reign,Center Back,1486.0,6278.0,0.23669958,Win,Win
7480,OL Reign,Central Midfield,1197.0,6278.0,0.19066581,Win,Win
7480,OL Reign,Fullback,1673.0,6278.0,0.26648614,Win,Win
7480,OL Reign,Goalkeeper,977.0,6278.0,0.15562281,Win,Win
7480,OL Reign,Striker,194.0,6278.0,0.03090156,Win,Win
7480,OL Reign,Wide Forward,751.0,6278.0,0.119624086,Win,Win
7480,Utah Royals,Attacking Midfield,492.0,6046.0,0.08137611,Loss,Non-Win
7480,Utah Royals,Center Back,1336.0,6046.0,0.22097254,Loss,Non-Win
7480,Utah Royals,Defensive Midfield,540.0,6046.0,0.08931525,Loss,Non-Win
7480,Utah Royals,Fullback,1633.0,6046.0,0.27009594,Loss,Non-Win
7480,Utah Royals,Goalkeeper,1587.0,6046.0,0.2624876,Loss,Non-Win
7480,Utah Royals,Striker,153.0,6046.0,0.025305988,Loss,Non-Win
7480,Utah Royals,Wide Forward,305.0,6046.0,0.050446577,Loss,Non-Win
7494,Houston Dash,Attacking Midfield,326.0,5197.0,0.062728494,Loss,Non-Win
7494,Houston Dash,Center Back,1156.0,5197.0,0.22243603,Loss,Non-Win
7494,Houston Dash,Central Midfield,843.0,5197.0,0.16220896,Loss,Non-Win
7494,Houston Dash,Defensive Midfield,241.0,5197.0,0.04637291,Loss,Non-Win
7494,Houston Dash,Fullback,1300.0,5197.0,0.2501443,Loss,Non-Win
7494,Houston Dash,Goalkeeper,917.0,5197.0,0.17644796,Loss,Non-Win
7494,Houston Dash,Striker,414.0,5197.0,0.07966134,Loss,Non-Win
7494,Utah Royals,Attacking Midfield,955.0,5945.0,0.1606392,Win,Win
7494,Utah Royals,Center Back,1334.0,5945.0,0.22439024,Win,Win
7494,Utah Royals,Central Midfield,445.0,5945.0,0.07485282,Win,Win
7494,Utah Royals,Defensive Midfield,1185.0,5945.0,0.19932717,Win,Win
7494,Utah Royals,Fullback,1144.0,5945.0,0.19243062,Win,Win
7494,Utah Royals,Goalkeeper,697.0,5945.0,0.11724138,Win,Win
7494,Utah Royals,Striker,103.0,5945.0,0.017325483,Win,Win
7494,Utah Royals,Wide Forward,82.0,5945.0,0.013793103,Win,Win
7497,Chicago Red Stars,Center Back,868.0,5374.0,0.16151842,Draw,Non-Win
7497,Chicago Red Stars,Central Midfield,1014.0,5374.0,0.18868627,Draw,Non-Win
7497,Chicago Red Stars,Fullback,945.0,5374.0,0.17584667,Draw,Non-Win
7497,Chicago Red Stars,Goalkeeper,1370.0,5374.0,0.25493115,Draw,Non-Win
7497,Chicago Red Stars,Striker,518.0,5374.0,0.096390024,Draw,Non-Win
7497,Chicago Red Stars,Wide Forward,659.0,5374.0,0.12262747,Draw,Non-Win
7497,North Carolina Courage,Center Back,1057.0,5527.0,0.191243,Draw,Non-Win
7497,North Carolina Courage,Central Midfield,886.0,5527.0,0.16030397,Draw,Non-Win
7497,North Carolina Courage,Defensive Midfield,283.0,5527.0,0.051203184,Draw,Non-Win
7497,North Carolina Courage,Fullback,1518.0,5527.0,0.2746517,Draw,Non-Win
7497,North Carolina Courage,Goalkeeper,907.0,5527.0,0.1641035,Draw,Non-Win
7497,North Carolina Courage,Striker,268.0,5527.0,0.048489235,Draw,Non-Win
7497,North Carolina Courage,Wide Forward,608.0,5527.0,0.11000543,Draw,Non-Win
7521,NJ/NY Gotham FC,Attacking Midfield,242.0,4835.0,0.050051708,Loss,Non-Win
7521,NJ/NY Gotham FC,Center Back,781.0,4835.0,0.16153051,Loss,Non-Win
7521,NJ/NY Gotham FC,Central Midfield,808.0,4835.0,0.1671148,Loss,Non-Win
7521,NJ/NY Gotham FC,Defensive Midfield,132.0,4835.0,0.027300932,Loss,Non-Win
7521,NJ/NY Gotham FC,Fullback,1032.0,4835.0,0.21344364,Loss,Non-Win
7521,NJ/NY Gotham FC,Goalkeeper,1301.0,4835.0,0.26907963,Loss,Non-Win
7521,NJ/NY Gotham FC,Striker,184.0,4835.0,0.038055845,Loss,Non-Win
7521,NJ/NY Gotham FC,Wide Forward,355.0,4835.0,0.07342296,Loss,Non-Win
7521,Utah Royals,Attacking Midfield,1119.0,4843.0,0.23105513,Win,Win
7521,Utah Royals,Center Back,1600.0,4843.0,0.33037373,Win,Win
7521,Utah Royals,Central Midfield,536.0,4843.0,0.1106752,Win,Win
7521,Utah Royals,Fullback,979.0,4843.0,0.20214742,Win,Win
7521,Utah Royals,Goalkeeper,551.0,4843.0,0.11377245,Win,Win
7521,Utah Royals,Striker,58.0,4843.0,0.011976048,Win,Win
7522,Houston Dash,Attacking Midfield,345.0,6168.0,0.05593385,Draw,Non-Win
7522,Houston Dash,Center Back,913.0,6168.0,0.14802206,Draw,Non-Win
7522,Houston Dash,Defensive Midfield,883.0,6168.0,0.14315824,Draw,Non-Win
7522,Houston Dash,Fullback,2037.0,6168.0,0.33025292,Draw,Non-Win
7522,Houston Dash,Goalkeeper,1205.0,6168.0,0.19536316,Draw,Non-Win
7522,Houston Dash,Striker,202.0,6168.0,0.032749675,Draw,Non-Win
7522,Houston Dash,Wide Forward,583.0,6168.0,0.09452011,Draw,Non-Win
7522,North Carolina Courage,Center Back,2335.0,6129.0,0.3809757,Draw,Non-Win
7522,North Carolina Courage,Defensive Midfield,1009.0,6129.0,0.16462718,Draw,Non-Win
7522,North Carolina Courage,Fullback,1403.0,6129.0,0.22891173,Draw,Non-Win
7522,North Carolina Courage,Goalkeeper,385.0,6129.0,0.06281612,Draw,Non-Win
7522,North Carolina Courage,Striker,171.0,6129.0,0.027900146,Draw,Non-Win
7522,North Carolina Courage,Wide Forward,826.0,6129.0,0.13476913,Draw,Non-Win
7523,OL Reign,Center Back,1839.0,6460.0,0.2846749,Draw,Non-Win
7523,OL Reign,Central Midfield,1235.0,6460.0,0.19117647,Draw,Non-Win
7523,OL Reign,Fullback,1450.0,6460.0,0.2244582,Draw,Non-Win
7523,OL Reign,Goalkeeper,1061.0,6460.0,0.1642415,Draw,Non-Win
7523,OL Reign,Striker,239.0,6460.0,0.036996905,Draw,Non-Win
7523,OL Reign,Wide Forward,636.0,6460.0,0.09845201,Draw,Non-Win
7523,Orlando Pride,Attacking Midfield,691.0,5941.0,0.11631039,Draw,Non-Win
7523,Orlando Pride,Center Back,1005.0,5941.0,0.16916344,Draw,Non-Win
7523,Orlando Pride,Defensive Midfield,1069.0,5941.0,0.17993604,Draw,Non-Win
7523,Orlando Pride,Fullback,1332.0,5941.0,0.22420467,Draw,Non-Win
7523,Orlando Pride,Goalkeeper,984.0,5941.0,0.16562869,Draw,Non-Win
7523,Orlando Pride,Striker,253.0,5941.0,0.042585425,Draw,Non-Win
7523,Orlando Pride,Wide Forward,607.0,5941.0,0.102171354,Draw,Non-Win
7524,Houston Dash,Attacking Midfield,497.0,5750.0,0.08643478,Win,Win
7524,Houston Dash,Center Back,985.0,5750.0,0.17130435,Win,Win
7524,Houston Dash,Defensive Midfield,421.0,5750.0,0.07321739,Win,Win
7524,Houston Dash,Fullback,1140.0,5750.0,0.19826087,Win,Win
7524,Houston Dash,Goalkeeper,1681.0,5750.0,0.29234782,Win,Win
7524,Houston Dash,Striker,219.0,5750.0,0.03808696,Win,Win
7524,Houston Dash,Wide Forward,807.0,5750.0,0.14034782,Win,Win
7524,Orlando Pride,Center Back,1776.0,5808.0,0.30578512,Loss,Non-Win
7524,Orlando Pride,Central Midfield,1180.0,5808.0,0.20316805,Loss,Non-Win
7524,Orlando Pride,Defensive Midfield,608.0,5808.0,0.1046832,Loss,Non-Win
7524,Orlando Pride,Fullback,1145.0,5808.0,0.19714187,Loss,Non-Win
7524,Orlando Pride,Goalkeeper,472.0,5808.0,0.081267215,Loss,Non-Win
7524,Orlando Pride,Striker,133.0,5808.0,0.022899449,Loss,Non-Win
7524,Orlando Pride,Wide Forward,494.0,5808.0,0.0850551,Loss,Non-Win
7549,Iceland,Center Back,1116.0,5082.0,0.21959858,Loss,Non-Win
7549,Iceland,Defensive Midfield,916.0,5082.0,0.180244,Loss,Non-Win
7549,Iceland,Fullback,1270.0,5082.0,0.24990161,Loss,Non-Win
7549,Iceland,Goalkeeper,1144.0,5082.0,0.22510822,Loss,Non-Win
7549,Iceland,Striker,152.0,5082.0,0.029909484,Loss,Non-Win
7549,Iceland,Wide Forward,484.0,5082.0,0.0952381,Loss,Non-Win
7549,Nigeria,Attacking Midfield,12.0,5534.0,0.0021684135,Win,Win
7549,Nigeria,Center Back,1881.0,5534.0,0.3398988,Win,Win
7549,Nigeria,Central Midfield,1902.0,5534.0,0.34369352,Win,Win
7549,Nigeria,Defensive Midfield,13.0,5534.0,0.0023491145,Win,Win
7549,Nigeria,Fullback,41.0,5534.0,0.007408746,Win,Win
7549,Nigeria,Goalkeeper,726.0,5534.0,0.13118902,Win,Win
7549,Nigeria,Striker,292.0,5534.0,0.05276473,Win,Win
7549,Nigeria,Wide Forward,667.0,5534.0,0.12052765,Win,Win
7555,Colombia,Attacking Midfield,782.0,5006.0,0.15621254,Win,Win
7555,Colombia,Center Back,1145.0,5006.0,0.22872552,Win,Win
7555,Colombia,Defensive Midfield,639.0,5006.0,0.12764682,Win,Win
7555,Colombia,Fullback,735.0,5006.0,0.14682381,Win,Win
7555,Colombia,Goalkeeper,786.0,5006.0,0.15701158,Win,Win
7555,Colombia,Striker,98.0,5006.0,0.019576509,Win,Win
7555,Colombia,Wide Forward,821.0,5006.0,0.1640032,Win,Win
7555,Poland,Center Back,2010.0,4796.0,0.41909924,Loss,Non-Win
7555,Poland,Central Midfield,757.0,4796.0,0.15783986,Loss,Non-Win
7555,Poland,Goalkeeper,885.0,4796.0,0.18452877,Loss,Non-Win
7555,Poland,Striker,203.0,4796.0,0.04232694,Loss,Non-Win
7555,Poland,Wide Forward,941.0,4796.0,0.19620517,Loss,Non-Win
7557,Iran,Center Back,704.0,4044.0,0.17408507,Draw,Non-Win
7557,Iran,Central Midfield,527.0,4044.0,0.13031653,Draw,Non-Win
7557,Iran,Defensive Midfield,381.0,4044.0,0.09421365,Draw,Non-Win
7557,Iran,Fullback,955.0,4044.0,0.23615232,Draw,Non-Win
7557,Iran,Goalkeeper,1041.0,4044.0,0.2574184,Draw,Non-Win
7557,Iran,Striker,116.0,4044.0,0.02868447,Draw,Non-Win
7557,Iran,Wide Forward,320.0,4044.0,0.07912958,Draw,Non-Win
7557,Portugal,Center Back,1039.0,4883.0,0.21277903,Draw,Non-Win
7557,Portugal,Defensive Midfield,1375.0,4883.0,0.28158918,Draw,Non-Win
7557,Portugal,Fullback,1018.0,4883.0,0.20847839,Draw,Non-Win
7557,Portugal,Goalkeeper,478.0,4883.0,0.09789064,Draw,Non-Win
7557,Portugal,Striker,492.0,4883.0,0.10075773,Draw,Non-Win
7557,Portugal,Wide Forward,481.0,4883.0,0.09850502,Draw,Non-Win
7563,Denmark,Center Back,825.0,5070.0,0.16272189,Draw,Non-Win
7563,Denmark,Central Midfield,535.0,5070.0,0.105522685,Draw,Non-Win
7563,Denmark,Defensive Midfield,126.0,5070.0,0.024852071,Draw,Non-Win
7563,Denmark,Fullback,936.0,5070.0,0.18461539,Draw,Non-Win
7563,Denmark,Goalkeeper,2031.0,5070.0,0.4005917,Draw,Non-Win
7563,Denmark,Striker,214.0,5070.0,0.042209074,Draw,Non-Win
7563,Denmark,Wide Forward,403.0,5070.0,0.07948718,Draw,Non-Win
7563,France,Attacking Midfield,293.0,5503.0,0.053243686,Draw,Non-Win
7563,France,Center Back,1618.0,5503.0,0.29402146,Draw,Non-Win
7563,France,Defensive Midfield,834.0,5503.0,0.1515537,Draw,Non-Win
7563,France,Fullback,1101.0,5503.0,0.20007269,Draw,Non-Win
7563,France,Goalkeeper,764.0,5503.0,0.13883336,Draw,Non-Win
7563,France,Striker,63.0,5503.0,0.011448301,Draw,Non-Win
7563,France,Wide Forward,830.0,5503.0,0.15082683,Draw,Non-Win
7570,Belgium,Center Back,1693.0,4977.0,0.34016475,Win,Win
7570,Belgium,Central Midfield,769.0,4977.0,0.15451075,Win,Win
7570,Belgium,Goalkeeper,1345.0,4977.0,0.2702431,Win,Win
7570,Belgium,Striker,20.0,4977.0,0.004018485,Win,Win
7570,Belgium,Wide Forward,1150.0,4977.0,0.23106289,Win,Win
7570,England,Attacking Midfield,768.0,4919.0,0.1561293,Loss,Non-Win
7570,England,Center Back,1490.0,4919.0,0.3029071,Loss,Non-Win
7570,England,Defensive Midfield,443.0,4919.0,0.09005895,Loss,Non-Win
7570,England,Goalkeeper,849.0,4919.0,0.17259605,Loss,Non-Win
7570,England,Striker,273.0,4919.0,0.055499084,Loss,Non-Win
7570,England,Wide Forward,1096.0,4919.0,0.22280951,Loss,Non-Win
7571,Colombia,Attacking Midfield,220.0,5181.0,0.042462844,Win,Win
7571,Colombia,Center Back,1323.0,5181.0,0.2553561,Win,Win
7571,Colombia,Central Midfield,538.0,5181.0,0.103840955,Win,Win
7571,Colombia,Fullback,1093.0,5181.0,0.21096313,Win,Win
7571,Colombia,Goalkeeper,1125.0,5181.0,0.21713954,Win,Win
7571,Colombia,Striker,25.0,5181.0,0.0048253234,Win,Win
7571,Colombia,Wide Forward,857.0,5181.0,0.16541208,Win,Win
7571,Senegal,Center Back,1540.0,5039.0,0.3056162,Loss,Non-Win
7571,Senegal,Central Midfield,658.0,5039.0,0.13058147,Loss,Non-Win
7571,Senegal,Fullback,777.0,5039.0,0.15419726,Loss,Non-Win
7571,Senegal,Goalkeeper,1068.0,5039.0,0.21194682,Loss,Non-Win
7571,Senegal,Striker,570.0,5039.0,0.11311768,Loss,Non-Win
7571,Senegal,Wide Forward,426.0,5039.0,0.08454058,Loss,Non-Win
7572,Japan,Center Back,1163.0,4668.0,0.24914311,Loss,Non-Win
7572,Japan,Central Midfield,849.0,4668.0,0.1818766,Loss,Non-Win
7572,Japan,Defensive Midfield,83.0,4668.0,0.017780634,Loss,Non-Win
7572,Japan,Fullback,988.0,4668.0,0.21165381,Loss,Non-Win
7572,Japan,Goalkeeper,896.0,4668.0,0.19194517,Loss,Non-Win
7572,Japan,Striker,157.0,4668.0,0.033633247,Loss,Non-Win
7572,Japan,Wide Forward,532.0,4668.0,0.11396744,Loss,Non-Win
7572,Poland,Attacking Midfield,262.0,4597.0,0.056993693,Win,Win
7572,Poland,Center Back,1407.0,4597.0,0.30606917,Win,Win
7572,Poland,Defensive Midfield,596.0,4597.0,0.12964977,Win,Win
7572,Poland,Fullback,812.0,4597.0,0.17663693,Win,Win
7572,Poland,Goalkeeper,776.0,4597.0,0.16880575,Win,Win
7572,Poland,Striker,150.0,4597.0,0.032629978,Win,Win
7572,Poland,Wide Forward,594.0,4597.0,0.1292147,Win,Win
7576,Portugal,Center Back,835.0,4074.0,0.20495827,Draw,Non-Win
7576,Portugal,Central Midfield,422.0,4074.0,0.1035837,Draw,Non-Win
7576,Portugal,Fullback,849.0,4074.0,0.20839469,Draw,Non-Win
7576,Portugal,Goalkeeper,1067.0,4074.0,0.26190478,Draw,Non-Win
7576,Portugal,Striker,481.0,4074.0,0.11806578,Draw,Non-Win
7576,Portugal,Wide Forward,420.0,4074.0,0.10309278,Draw,Non-Win
7576,Spain,Center Back,1712.0,4583.0,0.37355444,Draw,Non-Win
7576,Spain,Central Midfield,856.0,4583.0,0.18677722,Draw,Non-Win
7576,Spain,Defensive Midfield,278.0,4583.0,0.060658958,Draw,Non-Win
7576,Spain,Fullback,578.0,4583.0,0.12611826,Draw,Non-Win
7576,Spain,Goalkeeper,355.0,4583.0,0.07746018,Draw,Non-Win
7576,Spain,Striker,68.0,4583.0,0.014837443,Draw,Non-Win
7576,Spain,Wide Forward,736.0,4583.0,0.1605935,Draw,Non-Win
7580,Argentina,Center Back,1239.0,4541.0,0.27284738,Loss,Non-Win
7580,Argentina,Central Midfield,962.0,4541.0,0.2118476,Loss,Non-Win
7580,Argentina,Defensive Midfield,383.0,4541.0,0.08434266,Loss,Non-Win
7580,Argentina,Fullback,778.0,4541.0,0.1713279,Loss,Non-Win
7580,Argentina,Goalkeeper,421.0,4541.0,0.09271086,Loss,Non-Win
7580,Argentina,Striker,386.0,4541.0,0.0850033,Loss,Non-Win
7580,Argentina,Wide Forward,372.0,4541.0,0.08192028,Loss,Non-Win
7580,France,Center Back,962.0,4032.0,0.23859127,Win,Win
7580,France,Defensive Midfield,1171.0,4032.0,0.29042658,Win,Win
7580,France,Fullback,507.0,4032.0,0.12574404,Win,Win
7580,France,Goalkeeper,954.0,4032.0,0.23660715,Win,Win
7580,France,Striker,57.0,4032.0,0.014136905,Win,Win
7580,France,Wide Forward,381.0,4032.0,0.094494045,Win,Win
8649,France,Attacking Midfield,227.0,4940.0,0.04595142,Win,Win
8649,France,Center Back,708.0,4940.0,0.14331985,Win,Win
8649,France,Central Midfield,1121.0,4940.0,0.22692308,Win,Win
8649,France,Defensive Midfield,64.0,4940.0,0.012955465,Win,Win
8649,France,Fullback,902.0,4940.0,0.1825911,Win,Win
8649,France,Goalkeeper,1404.0,4940.0,0.28421053,Win,Win
8649,France,Striker,179.0,4940.0,0.03623482,Win,Win
8649,France,Wide Forward,335.0,4940.0,0.06781376,Win,Win
8649,Uruguay,Attacking Midfield,203.0,4740.0,0.042827003,Loss,Non-Win
8649,Uruguay,Center Back,1235.0,4740.0,0.26054853,Loss,Non-Win
8649,Uruguay,Central Midfield,793.0,4740.0,0.16729958,Loss,Non-Win
8649,Uruguay,Defensive Midfield,269.0,4740.0,0.056751054,Loss,Non-Win
8649,Uruguay,Fullback,873.0,4740.0,0.18417722,Loss,Non-Win
8649,Uruguay,Goalkeeper,641.0,4740.0,0.13523206,Loss,Non-Win
8649,Uruguay,Striker,294.0,4740.0,0.062025316,Loss,Non-Win
8649,Uruguay,Wide Forward,432.0,4740.0,0.09113924,Loss,Non-Win
8651,England,Attacking Midfield,455.0,6466.0,0.07036808,Win,Win
8651,England,Center Back,2072.0,6466.0,0.32044542,Win,Win
8651,England,Defensive Midfield,734.0,6466.0,0.11351686,Win,Win
8651,England,Fullback,185.0,6466.0,0.028611196,Win,Win
8651,England,Goalkeeper,1702.0,6466.0,0.26322302,Win,Win
8651,England,Striker,407.0,6466.0,0.062944636,Win,Win
8651,England,Wide Forward,911.0,6466.0,0.1408908,Win,Win
8651,Sweden,Center Back,1172.0,5132.0,0.22837101,Loss,Non-Win
8651,Sweden,Central Midfield,562.0,5132.0,0.10950896,Loss,Non-Win
8651,Sweden,Fullback,1650.0,5132.0,0.32151207,Loss,Non-Win
8651,Sweden,Goalkeeper,1081.0,5132.0,0.21063913,Loss,Non-Win
8651,Sweden,Striker,154.0,5132.0,0.030007794,Loss,Non-Win
8651,Sweden,Wide Forward,513.0,5132.0,0.09996103,Loss,Non-Win
8657,Belgium,Center Back,1599.0,4742.0,0.33719948,Win,Win
8657,Belgium,Defensive Midfield,566.0,4742.0,0.11935892,Win,Win
8657,Belgium,Fullback,537.0,4742.0,0.11324336,Win,Win
8657,Belgium,Goalkeeper,813.0,4742.0,0.17144665,Win,Win
8657,Belgium,Striker,102.0,4742.0,0.021509912,Win,Win
8657,Belgium,Wide Forward,1125.0,4742.0,0.23724167,Win,Win
8657,England,Center Back,1329.0,4337.0,0.30643302,Loss,Non-Win
8657,England,Central Midfield,692.0,4337.0,0.1595573,Loss,Non-Win
8657,England,Defensive Midfield,506.0,4337.0,0.11667051,Loss,Non-Win
8657,England,Fullback,1130.0,4337.0,0.26054877,Loss,Non-Win
8657,England,Goalkeeper,382.0,4337.0,0.08807932,Loss,Non-Win
8657,England,Striker,298.0,4337.0,0.06871109,Loss,Non-Win
9602,Barcelona,Center Back,1727.4,5272.1,0.32764933,Win,Win
9602,Barcelona,Central Midfield,789.60004,5272.1,0.14976954,Win,Win
9602,Barcelona,Defensive Midfield,466.4,5272.1,0.08846569,Win,Win
9602,Barcelona,Fullback,772.4,5272.1,0.14650708,Win,Win
9602,Barcelona,Goalkeeper,625.0,5272.1,0.11854859,Win,Win
9602,Barcelona,Striker,51.499992,5272.1,0.009768402,Win,Win
9602,Barcelona,Wide Forward,839.80005,5272.1,0.15929137,Win,Win
9602,Getafe,Attacking Midfield,84.1,4928.5,0.017064014,Loss,Non-Win
9602,Getafe,Center Back,652.0,4928.5,0.13229178,Loss,Non-Win
9602,Getafe,Defensive Midfield,463.9,4928.5,0.094126,Loss,Non-Win
9602,Getafe,Fullback,1101.6,4928.5,0.22351627,Loss,Non-Win
9602,Getafe,Goalkeeper,1785.9,4928.5,0.3623618,Loss,Non-Win
9602,Getafe,Striker,261.4,4928.5,0.053038448,Loss,Non-Win
9602,Getafe,Wide Forward,579.6,4928.5,0.1176017,Loss,Non-Win
9620,Barcelona,Center Back,1800.6,5284.6,0.34072587,Win,Win
9620,Barcelona,Defensive Midfield,571.69995,5284.6,0.10818225,Win,Win
9620,Barcelona,Fullback,607.6,5284.6,0.11497558,Win,Win
9620,Barcelona,Goalkeeper,1192.1,5284.6,0.22557998,Win,Win
9620,Barcelona,Striker,450.0,5284.6,0.08515309,Win,Win
9620,Barcelona,Wide Forward,662.60004,5284.6,0.1253832,Win,Win
9620,Girona,Attacking Midfield,243.30002,4783.0,0.05086766,Loss,Non-Win
9620,Girona,Center Back,1739.6,4783.0,0.36370477,Loss,Non-Win
9620,Girona,Central Midfield,921.4,4783.0,0.1926406,Loss,Non-Win
9620,Girona,Defensive Midfield,102.5,4783.0,0.021430064,Loss,Non-Win
9620,Girona,Fullback,627.3,4783.0,0.13115199,Loss,Non-Win
9620,Girona,Goalkeeper,1120.0,4783.0,0.23416266,Loss,Non-Win
9620,Girona,Striker,28.899998,4783.0,0.0060422323,Loss,Non-Win
9695,Barcelona,Center Back,855.9,4971.3,0.17216825,Draw,Non-Win
9695,Barcelona,Defensive Midfield,871.2,4971.3,0.17524593,Draw,Non-Win
9695,Barcelona,Fullback,861.9,4971.3,0.17337519,Draw,Non-Win
9695,Barcelona,Goalkeeper,533.9,4971.3,0.10739646,Draw,Non-Win
9695,Barcelona,Striker,1003.8,4971.3,0.20191902,Draw,Non-Win
9695,Barcelona,Wide Forward,844.6,4971.3,0.1698952,Draw,Non-Win
9695,Valencia,Center Back,834.8,4527.8,0.18437211,Draw,Non-Win
9695,Valencia,Defensive Midfield,833.2,4527.8,0.18401875,Draw,Non-Win
9695,Valencia,Fullback,814.6,4527.8,0.17991078,Draw,Non-Win
9695,Valencia,Goalkeeper,1163.1,4527.8,0.25687972,Draw,Non-Win
9695,Valencia,Striker,325.5,4527.8,0.07188922,Draw,Non-Win
9695,Valencia,Wide Forward,556.6,4527.8,0.12292946,Draw,Non-Win
9783,Barcelona,Attacking Midfield,128.7,4948.1,0.026009982,Draw,Non-Win
9783,Barcelona,Center Back,1133.7,4948.1,0.22911823,Draw,Non-Win
9783,Barcelona,Central Midfield,1099.9,4948.1,0.22228734,Draw,Non-Win
9783,Barcelona,Defensive Midfield,582.2,4948.1,0.11766133,Draw,Non-Win
9783,Barcelona,Fullback,837.10004,4948.1,0.16917606,Draw,Non-Win
9783,Barcelona,Goalkeeper,863.4,4948.1,0.17449123,Draw,Non-Win
9783,Barcelona,Striker,98.3,4948.1,0.019866211,Draw,Non-Win
9783,Barcelona,Wide Forward,204.80002,4948.1,0.041389626,Draw,Non-Win
9783,Espanyol,Center Back,427.6,4071.2,0.10503046,Draw,Non-Win
9783,Espanyol,Defensive Midfield,711.8,4071.2,0.17483789,Draw,Non-Win
9783,Espanyol,Fullback,755.89996,4071.2,0.18567006,Draw,Non-Win
9783,Espanyol,Goalkeeper,1339.8,4071.2,0.32909217,Draw,Non-Win
9783,Espanyol,Striker,310.09998,4071.2,0.076169185,Draw,Non-Win
9783,Espanyol,Wide Forward,526.0,4071.2,0.12920024,Draw,Non-Win
9827,Barcelona,Center Back,877.0,5095.9,0.17209914,Draw,Non-Win
9827,Barcelona,Defensive Midfield,898.5,5095.9,0.17631821,Draw,Non-Win
9827,Barcelona,Fullback,515.3,5095.9,0.10112051,Draw,Non-Win
9827,Barcelona,Goalkeeper,1169.8,5095.9,0.22955711,Draw,Non-Win
9827,Barcelona,Striker,811.1,5095.9,0.15916717,Draw,Non-Win
9827,Barcelona,Wide Forward,824.19995,5095.9,0.16173786,Draw,Non-Win
9827,Las Palmas,Attacking Midfield,220.6,4284.5,0.051487923,Draw,Non-Win
9827,Las Palmas,Center Back,817.1,4284.5,0.1907107,Draw,Non-Win
9827,Las Palmas,Defensive Midfield,623.5,4284.5,0.14552456,Draw,Non-Win
9827,Las Palmas,Fullback,825.89996,4284.5,0.19276461,Draw,Non-Win
9827,Las Palmas,Goalkeeper,1390.1,4284.5,0.3244486,Draw,Non-Win
9827,Las Palmas,Striker,138.2,4284.5,0.032255806,Draw,Non-Win
9827,Las Palmas,Wide Forward,269.1,4284.5,0.0628078,Draw,Non-Win
9889,Barcelona,Attacking Midfield,256.0,5144.0,0.04976672,Draw,Non-Win
9889,Barcelona,Center Back,839.0,5144.0,0.16310264,Draw,Non-Win
9889,Barcelona,Central Midfield,498.0,5144.0,0.096811816,Draw,Non-Win
9889,Barcelona,Defensive Midfield,178.0,5144.0,0.03460342,Draw,Non-Win
9889,Barcelona,Fullback,1016.0,5144.0,0.19751166,Draw,Non-Win
9889,Barcelona,Goalkeeper,1542.0,5144.0,0.29976672,Draw,Non-Win
9889,Barcelona,Striker,162.0,5144.0,0.031493,Draw,Non-Win
9889,Barcelona,Wide Forward,653.0,5144.0,0.126944,Draw,Non-Win
9889,Celta Vigo,Center Back,1957.0,4771.1,0.41017795,Draw,Non-Win
9889,Celta Vigo,Central Midfield,484.0,4771.1,0.10144411,Draw,Non-Win
9889,Celta Vigo,Defensive Midfield,312.0,4771.1,0.06539372,Draw,Non-Win
9889,Celta Vigo,Fullback,23.0,4771.1,0.004820691,Draw,Non-Win
9889,Celta Vigo,Goalkeeper,903.0,4771.1,0.18926452,Draw,Non-Win
9889,Celta Vigo,Striker,415.0,4771.1,0.086982034,Draw,Non-Win
9889,Celta Vigo,Wide Forward,677.1,4771.1,0.14191695,Draw,Non-Win
16073,Atlético Madrid,Center Back,505.0,3620.0,0.13950276,Draw,Non-Win
16073,Atlético Madrid,Central Midfield,409.0,3620.0,0.11298343,Draw,Non-Win
16073,Atlético Madrid,Fullback,841.0,3620.0,0.23232044,Draw,Non-Win
16073,Atlético Madrid,Goalkeeper,837.0,3620.0,0.23121548,Draw,Non-Win
16073,Atlético Madrid,Striker,490.0,3620.0,0.13535912,Draw,Non-Win
16073,Atlético Madrid,Wide Forward,538.0,3620.0,0.14861879,Draw,Non-Win
16073,Barcelona,Center Back,1079.0,4085.0,0.2641371,Draw,Non-Win
16073,Barcelona,Central Midfield,795.0,4085.0,0.19461444,Draw,Non-Win
16073,Barcelona,Fullback,726.0,4085.0,0.17772338,Draw,Non-Win
16073,Barcelona,Goalkeeper,371.0,4085.0,0.090820074,Draw,Non-Win
16073,Barcelona,Striker,662.0,4085.0,0.1620563,Draw,Non-Win
16073,Barcelona,Wide Forward,452.0,4085.0,0.110648714,Draw,Non-Win
16079,Barcelona,Center Back,848.0,3715.6,0.22822693,Win,Win
16079,Barcelona,Central Midfield,752.7,3715.6,0.20257832,Win,Win
16079,Barcelona,Defensive Midfield,430.30002,3715.6,0.11580902,Win,Win
16079,Barcelona,Fullback,456.3,3715.6,0.12280654,Win,Win
16079,Barcelona,Goalkeeper,229.90001,3715.6,0.06187426,Win,Win
16079,Barcelona,Striker,231.59999,3715.6,0.062331785,Win,Win
16079,Barcelona,Wide Forward,766.8,3715.6,0.20637313,Win,Win
16079,Villarreal,Center Back,1080.1,3959.6,0.27278006,Loss,Non-Win
16079,Villarreal,Central Midfield,558.5,3959.6,0.1410496,Loss,Non-Win
